dataset_id,as_of_date,company_name,followers_count,employees_on_platform,link,industry,date_added,date_updated,description,website,entity_id,cusip,isin
58572,2015-09-19,Shutterstock,14161,1167,https://www.linkedin.com/company/85823,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58407,2015-09-19,3M,488673,42177,https://www.linkedin.com/company/1864,Mechanical or Industrial Engineering,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58836,2015-09-19,Signet,5849,1114,https://www.linkedin.com/company/13626,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58837,2015-09-19,Under Armour,186761,4937,https://www.linkedin.com/company/14140,Apparel & Fashion,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58573,2015-09-19,Halliburton,601030,49079,https://www.linkedin.com/company/2217,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58839,2015-09-19,"Ventas, Inc.",4941,321,https://www.linkedin.com/company/57449,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58840,2015-09-19,"Ameriprise Financial Services, Inc.",60813,13215,https://www.linkedin.com/company/3032,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58449,2015-09-19,Texas Instruments,160363,21079,https://www.linkedin.com/company/1397,Semiconductors,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58575,2015-09-19,Air Products,53926,9714,https://www.linkedin.com/company/4156,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58841,2015-09-19,NetApp,266698,12408,https://www.linkedin.com/company/2105,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58842,2015-09-19,Kohl's Department Stores,91927,25197,https://www.linkedin.com/company/5749,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58576,2015-09-19,Charles Schwab,68878,11629,https://www.linkedin.com/company/1855,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58843,2015-09-19,Alnylam Pharmaceuticals,6708,362,https://www.linkedin.com/company/48171,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58845,2015-09-19,Prologis,11799,1574,https://www.linkedin.com/company/8794,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58408,2015-09-19,Walmart,601684,229957,https://www.linkedin.com/company/2646,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58577,2015-09-19,Crown Castle,10490,1621,https://www.linkedin.com/company/1557409,Telecommunications,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58451,2015-09-19,Duke Energy Corporation,81144,16252,https://www.linkedin.com/company/4066,Utilities,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58846,2015-09-19,Exelon,44683,17440,https://www.linkedin.com/company/4674,Utilities,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58578,2015-09-19,EOG Resources,43901,2585,https://www.linkedin.com/company/22849,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58847,2015-09-19,Ingersoll Rand,65286,21904,https://www.linkedin.com/company/3175,Electrical/Electronic Manufacturing,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58849,2015-09-19,DaVita Kidney Care,44186,16139,https://www.linkedin.com/company/6487,Hospital & Health Care,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58452,2015-09-19,Chevron,996220,53729,https://www.linkedin.com/company/2192,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58850,2015-09-19,Marsh & McLennan Companies,37248,6539,https://www.linkedin.com/company/1096648,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58579,2015-09-19,Avis Budget Group,37743,7084,https://www.linkedin.com/company/2121,"Leisure, Travel & Tourism",2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58851,2015-09-19,lululemon athletica,105312,4861,https://www.linkedin.com/company/22523,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58580,2015-09-19,Constellation Brands,27462,2662,https://www.linkedin.com/company/13421,Wine and Spirits,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58852,2015-09-19,TripAdvisor,102596,2636,https://www.linkedin.com/company/15027,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58853,2015-09-19,Workday,76879,5161,https://www.linkedin.com/company/17719,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58854,2015-09-19,Sabre Corporation,66746,7082,https://www.linkedin.com/company/2113,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58453,2015-09-19,Hewlett-Packard,2131877,275503,https://www.linkedin.com/company/1025,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58581,2015-09-19,Credit Suisse,333803,44342,https://www.linkedin.com/company/1284,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58387,2015-09-19,Visa,205941,8162,https://www.linkedin.com/company/2190,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58409,2015-09-19,Biogen,83023,6497,https://www.linkedin.com/company/3961,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58855,2015-09-19,ServiceNow – The Enterprise Cloud Company,40705,3372,https://www.linkedin.com/company/29352,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58856,2015-09-19,IDEXX Laboratories,26132,4192,https://www.linkedin.com/company/7963,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58582,2015-09-19,CSX,38477,9424,https://www.linkedin.com/company/6265,Transportation/Trucking/Railroad,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58858,2015-09-19,The Clorox Company,79610,4719,https://www.linkedin.com/company/166360,Consumer Goods,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58859,2015-09-19,Nucor Corporation,13028,3680,https://www.linkedin.com/company/165257,Mining & Metals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58583,2015-09-19,BD,104847,14768,https://www.linkedin.com/company/3102,Medical Devices,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58454,2015-09-19,Teva Pharmaceuticals,136365,20717,https://www.linkedin.com/company/5239,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58860,2015-09-19,Electronic Arts (EA),211633,13561,https://www.linkedin.com/company/1449,Entertainment,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58861,2015-09-19,Wynn Macau,11703,641,https://www.linkedin.com/company/50785,Hospitality,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58410,2015-09-19,Oracle,1559730,140541,https://www.linkedin.com/company/1028,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58585,2015-09-19,Dominion,15996,7777,https://www.linkedin.com/company/5666,Utilities,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58862,2015-09-19,Weyerhaeuser,21594,5153,https://www.linkedin.com/company/4494,Paper & Forest Products,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58586,2015-09-19,Yum! Brands,56205,4147,https://www.linkedin.com/company/3409,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58863,2015-09-19,Chipotle Mexican Grill,40236,6241,https://www.linkedin.com/company/163025,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58455,2015-09-19,Morgan Stanley,393634,60847,https://www.linkedin.com/company/497017,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58864,2015-09-19,Robert Half,254836,24137,https://www.linkedin.com/company/1681,Staffing and Recruiting,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58587,2015-09-19,Pizza Hut,44247,17331,https://www.linkedin.com/company/3406,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58865,2015-09-19,Pentair,50226,5378,https://www.linkedin.com/company/165430,Mechanical or Industrial Engineering,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58866,2015-09-19,Juniper Networks,204472,8653,https://www.linkedin.com/company/2240,Computer Networking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58867,2015-09-19,"Starwood Hotels & Resorts Worldwide, Inc.",285510,20585,https://www.linkedin.com/company/3035,Hospitality,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58456,2015-09-19,U.S. Bank,105284,37824,https://www.linkedin.com/company/2532,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58588,2015-09-19,KFC,12566,4671,https://www.linkedin.com/company/2774668,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58868,2015-09-19,"Mattel, Inc.",72109,6500,https://www.linkedin.com/company/3214,Consumer Goods,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58589,2015-09-19,Taco Bell,27165,10368,https://www.linkedin.com/company/3407,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58869,2015-09-19,ConAgra Foods,85386,9883,https://www.linkedin.com/company/3493,Food Production,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58870,2015-09-19,Tractor Supply Company,16410,3448,https://www.linkedin.com/company/15434,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58411,2015-09-19,Ambev,237243,12598,https://www.linkedin.com/company/162402,Food & Beverages,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58457,2015-09-19,Starbucks,600393,59611,https://www.linkedin.com/company/2271,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58373,2015-09-19,Toyota Motor Corporation,285185,21463,https://www.linkedin.com/company/2109,Automotive,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58388,2015-09-19,Eli Lilly and Company,312943,34066,https://www.linkedin.com/company/1663,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58871,2015-09-19,Rockwell Automation,128541,15727,https://www.linkedin.com/company/2498,Industrial Automation,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58590,2015-09-19,"Long John Silver's, LLC",1117,615,https://www.linkedin.com/company/3170417,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58873,2015-09-19,Red Hat,135964,6377,https://www.linkedin.com/company/3545,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58875,2015-09-19,Citrix,150288,10702,https://www.linkedin.com/company/2641,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58591,2015-09-19,Brookfield Asset Management,13046,840,https://www.linkedin.com/company/40118,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58876,2015-09-19,Celanese,19026,3567,https://www.linkedin.com/company/162947,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58878,2015-09-19,Cimarex Energy,20968,653,https://www.linkedin.com/company/37172,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58458,2015-09-19,Gilead Sciences,91135,7884,https://www.linkedin.com/company/163993,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58592,2015-09-19,Shopify,19629,732,https://www.linkedin.com/company/784652,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58879,2015-09-19,Dollar Tree Stores,21175,7457,https://www.linkedin.com/company/18613,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58593,2015-09-19,Praxair,41409,11290,https://www.linkedin.com/company/5130,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58880,2015-09-19,Eastman Chemical Company,31114,7141,https://www.linkedin.com/company/163547,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58881,2015-09-19,Cerner Corporation,81806,16652,https://www.linkedin.com/company/2812,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58882,2015-09-19,Spirit Realty Capital,331,74,https://www.linkedin.com/company/95969,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58595,2015-09-19,The Habit Burger Grill,2560,254,https://www.linkedin.com/company/959196,Restaurants,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58459,2015-09-19,Celgene,94494,6141,https://www.linkedin.com/company/8348,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58412,2015-09-19,Citi,874761,144680,https://www.linkedin.com/company/11448,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58883,2015-09-19,Cummins Inc.,166693,25011,https://www.linkedin.com/company/3625,Automotive,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58596,2015-09-19,Manulife,49296,12967,https://www.linkedin.com/company/2691,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58884,2015-09-19,C.H. Robinson,55480,8997,https://www.linkedin.com/company/162987,Logistics and Supply Chain,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58885,2015-09-19,Sprint,148628,38359,https://www.linkedin.com/company/1106,Telecommunications,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58598,2015-09-19,LinkedIn,1427131,10327,https://www.linkedin.com/company/1337,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58886,2015-09-19,Aramark,92396,24535,https://www.linkedin.com/company/2815,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58460,2015-09-19,Pfizer,1075022,77060,https://www.linkedin.com/company/1185,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58889,2015-09-19,Omnicom,14180,32764,https://www.linkedin.com/company/13395,Marketing and Advertising,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58890,2015-09-19,Whirlpool Corporation,113239,16120,https://www.linkedin.com/company/2551,Consumer Goods,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58600,2015-09-19,American Tower,31512,2538,https://www.linkedin.com/company/8100,Telecommunications,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58891,2015-09-19,Spirit Airlines,11283,1862,https://www.linkedin.com/company/15504,Airlines/Aviation,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58461,2015-09-19,The Home Depot,214015,65504,https://www.linkedin.com/company/1534,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58601,2015-09-19,Stryker,213851,17502,https://www.linkedin.com/company/3282,Medical Devices,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58892,2015-09-19,Fastenal,25075,8337,https://www.linkedin.com/company/10564,Wholesale,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58413,2015-09-19,Vodafone,524720,78376,https://www.linkedin.com/company/1217,Telecommunications,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58389,2015-09-19,BlackRock,209761,12931,https://www.linkedin.com/company/4764,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58893,2015-09-19,Baxter International Inc.,268925,24996,https://www.linkedin.com/company/2371,Medical Devices,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58894,2015-09-19,The Hershey Company,60762,4924,https://www.linkedin.com/company/166377,Consumer Goods,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58363,2015-09-19,United Technologies,59349,14999,https://www.linkedin.com/company/2426,Aviation & Aerospace,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58602,2015-09-19,Netflix,229346,2192,https://www.linkedin.com/company/165158,Entertainment,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58895,2015-09-19,Cabot Corporation,15231,2552,https://www.linkedin.com/company/5970,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58898,2015-09-19,Alkermes,8253,1267,https://www.linkedin.com/company/10137,Biotechnology,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58603,2015-09-19,Delta Air Lines,173151,34798,https://www.linkedin.com/company/2272,Airlines/Aviation,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58374,2015-09-19,Anheuser-Busch InBev,83335,32938,https://www.linkedin.com/company/255188,Consumer Goods,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58463,2015-09-19,Costco Wholesale,113065,28801,https://www.linkedin.com/company/163225,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58900,2015-09-19,Macerich,5617,1009,https://www.linkedin.com/company/15929,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58901,2015-09-19,Viacom,174008,21322,https://www.linkedin.com/company/1884,Entertainment,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58604,2015-09-19,Southwest Airlines,101078,18447,https://www.linkedin.com/company/4599,Airlines/Aviation,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58902,2015-09-19,Spectra Energy,40167,4117,https://www.linkedin.com/company/4064,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58414,2015-09-19,Prudential Financial,77636,19920,https://www.linkedin.com/company/1852,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58903,2015-09-19,Alcoa,107904,14047,https://www.linkedin.com/company/3047,Mining & Metals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58605,2015-09-19,Archer Daniels Midland Company,58606,8429,https://www.linkedin.com/company/5553,Food Production,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58466,2015-09-19,Express Scripts,68146,15768,https://www.linkedin.com/company/4969,Hospital & Health Care,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58904,2015-09-19,KeyCorp,4315,1694,https://www.linkedin.com/company/3255,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58905,2015-09-19,AutoZone,33808,8532,https://www.linkedin.com/company/7412,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58606,2015-09-19,Las Vegas Sands Corp.,5831,572,https://www.linkedin.com/company/1807052,Hospitality,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58467,2015-09-19,Thermo Fisher Scientific,114805,21743,https://www.linkedin.com/company/3081,Research,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58906,2015-09-19,Equinix,36665,3460,https://www.linkedin.com/company/8221,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58908,2015-09-19,Splunk,44830,1821,https://www.linkedin.com/company/20226,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58607,2015-09-19,Tesla Motors,458883,6818,https://www.linkedin.com/company/15564,Automotive,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58916,2015-09-19,"Raymond James Financial, Inc.",34709,9537,https://www.linkedin.com/company/4207,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58608,2015-09-19,Vertex Pharmaceuticals,45953,1809,https://www.linkedin.com/company/6866,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58917,2015-09-19,Xylem Inc.,20680,2765,https://www.linkedin.com/company/2372885,Mechanical or Industrial Engineering,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58918,2015-09-19,The AES Corporation,19744,3682,https://www.linkedin.com/company/427415,Utilities,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58919,2015-09-19,Encana Corporation,64064,3373,https://www.linkedin.com/company/163622,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58390,2015-09-19,ExxonMobil,695468,41649,https://www.linkedin.com/company/1689,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58609,2015-09-19,Deutsche Bank,417013,51612,https://www.linkedin.com/company/1262,Investment Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58415,2015-09-19,Scotiabank,142776,35493,https://www.linkedin.com/company/3139,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58468,2015-09-19,Diageo,354609,20215,https://www.linkedin.com/company/2496,Wine and Spirits,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58920,2015-09-19,Iron Mountain,41340,7745,https://www.linkedin.com/company/3780,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58921,2015-09-19,Tableau Software,99254,2720,https://www.linkedin.com/company/206993,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58367,2015-09-19,Honeywell,474320,83112,https://www.linkedin.com/company/1344,Electrical/Electronic Manufacturing,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58611,2015-09-19,Northrop Grumman Corporation,220125,48782,https://www.linkedin.com/company/1412,Defense & Space,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58922,2015-09-19,"Ascena Retail Group, Inc.",10932,871,https://www.linkedin.com/company/2718842,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58469,2015-09-19,AbbVie,112951,19925,https://www.linkedin.com/company/1304385,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58927,2015-09-19,W. P. Carey Inc.,1829,288,https://www.linkedin.com/company/35541,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58612,2015-09-19,Orange,187448,80639,https://www.linkedin.com/company/1110,Telecommunications,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58416,2015-09-19,Salesforce,497989,17251,https://www.linkedin.com/company/3185,Internet,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58928,2015-09-19,Range Resources,19440,694,https://www.linkedin.com/company/70888,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58929,2015-09-19,Axalta Coating Systems,11917,3548,https://www.linkedin.com/company/2928089,Automotive,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58613,2015-09-19,CN,27966,6303,https://www.linkedin.com/company/307460,Transportation/Trucking/Railroad,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58931,2015-09-19,Cadence Design Systems,40193,5056,https://www.linkedin.com/company/2157,Computer Software,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58933,2015-09-19,Kilroy Realty Corporation,2245,239,https://www.linkedin.com/company/55453,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58614,2015-09-19,Kroger,77643,30963,https://www.linkedin.com/company/4914,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58470,2015-09-19,Kinder Morgan,47619,5829,https://www.linkedin.com/company/11169,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58934,2015-09-19,Fortinet,53831,2934,https://www.linkedin.com/company/6460,Computer & Network Security,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58615,2015-09-19,Ecolab,86398,28764,https://www.linkedin.com/company/4713,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58935,2015-09-19,Centene Corporation,19024,5845,https://www.linkedin.com/company/9703,Hospital & Health Care,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58936,2015-09-19,Westlake Chemical,5820,906,https://www.linkedin.com/company/47905,Chemicals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58937,2015-09-19,The Middleby Corporation,2357,293,https://www.linkedin.com/company/1728689,Machinery,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58616,2015-09-19,Capital One,227529,32588,https://www.linkedin.com/company/1419,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58471,2015-09-19,The Coca-Cola Company,859849,52526,https://www.linkedin.com/company/1694,Food & Beverages,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58938,2015-09-19,"U-Haul International, Inc.",5929,3059,https://www.linkedin.com/company/291044,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58939,2015-09-19,Leggett & Platt,7828,2084,https://www.linkedin.com/company/11275,Furniture,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58617,2015-09-19,CME Group,32742,2254,https://www.linkedin.com/company/5499,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58941,2015-09-19,Global Payments,12196,1940,https://www.linkedin.com/company/164006,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58618,2015-09-19,Enbridge,44411,6956,https://www.linkedin.com/company/6702,Oil & Energy,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58391,2015-09-19,Mylan,64029,11859,https://www.linkedin.com/company/14264,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58417,2015-09-19,Comcast,137386,30498,https://www.linkedin.com/company/1703,Media Production,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58942,2015-09-19,STMicroelectronics,88031,17458,https://www.linkedin.com/company/1618,Semiconductors,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58472,2015-09-19,Bank of America,625284,198089,https://www.linkedin.com/company/1123,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58943,2015-09-19,SVB Financial Group,5573,595,https://www.linkedin.com/company/5090,Financial Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58619,2015-09-19,O'Reilly Auto Parts,15346,5824,https://www.linkedin.com/company/30967,Retail,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58944,2015-09-19,Willis,77181,13217,https://www.linkedin.com/company/3994,Insurance,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58946,2015-09-19,Toll Brothers,24540,2873,https://www.linkedin.com/company/166471,Real Estate,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58473,2015-09-19,Merck,459613,58355,https://www.linkedin.com/company/1486,Pharmaceuticals,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58687,2015-09-19,Ctrip.com,8117,2121,https://www.linkedin.com/company/112959,Information Technology and Services,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58948,2015-09-19,WABCO,20402,2738,https://www.linkedin.com/company/166858,Automotive,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
58951,2015-09-19,Comerica Bank,17638,7776,https://www.linkedin.com/company/157303,Banking,2015-09-19 00:00:00+00,2015-09-19 00:00:00+00,,,,,
